Time stamp,Paris Day text,Paris Day Type,Paris third,Instagram user,Instgram photo
"August 15, 2015 at 11:49PM",Saturday,Weekend,8am - 4pm,jponfashionspeed,hi
"August 15, 2015 at 11:49PM",Saturday,Weekend,8am - 4pm,viktoriyast_,hi
"August 15, 2015 at 11:50PM",Saturday,Weekend,8am - 4pm,ulyazem,hi
"August 15, 2015 at 11:50PM",Saturday,Weekend,8am - 4pm,aymankf,hi
"August 15, 2015 at 11:52PM",Saturday,Weekend,8am - 4pm,feehdosreis,hi
"August 15, 2015 at 11:52PM",Saturday,Weekend,8am - 4pm,ijsthee,hi
"August 15, 2015 at 11:53PM",Saturday,Weekend,8am - 4pm,marahclarice,hi
"August 15, 2015 at 11:53PM",Saturday,Weekend,8am - 4pm,viktoriyast_,hi
"August 15, 2015 at 11:53PM",Saturday,Weekend,8am - 4pm,elizabethfranznick,hi
"August 15, 2015 at 11:54PM",Saturday,Weekend,8am - 4pm,w3nia,hi
"August 16, 2015 at 12:46AM",Saturday,Weekend,8am - 4pm,bellalunaisabella,hi
"August 16, 2015 at 12:46AM",Saturday,Weekend,8am - 4pm,alexlucyclarke,hi
"August 16, 2015 at 12:46AM",Saturday,Weekend,8am - 4pm,violetdreams90,hi
"August 16, 2015 at 12:47AM",Saturday,Weekend,8am - 4pm,carolineouvrard,hi
"August 16, 2015 at 12:48AM",Saturday,Weekend,8am - 4pm,fokinum,hi
"August 16, 2015 at 12:49AM",Saturday,Weekend,8am - 4pm,opheliekouassi,hi
"August 16, 2015 at 12:50AM",Saturday,Weekend,8am - 4pm,avehteib,hi
"August 16, 2015 at 12:51AM",Saturday,Weekend,8am - 4pm,ccec__,hi
"August 16, 2015 at 12:54AM",Saturday,Weekend,8am - 4pm,ryabokobilskaya_marina,hi
"August 16, 2015 at 01:42AM",Saturday,Weekend,8am - 4pm,df75018,hi
"August 16, 2015 at 01:43AM",Saturday,Weekend,8am - 4pm,sofii_zu,hi
"August 16, 2015 at 01:43AM",Saturday,Weekend,8am - 4pm,vivian0203,hi
"August 16, 2015 at 01:44AM",Saturday,Weekend,8am - 4pm,kawaiibento,hi
"August 16, 2015 at 01:45AM",Saturday,Weekend,8am - 4pm,rafaeldemarchena,hi
"August 16, 2015 at 01:46AM",Saturday,Weekend,8am - 4pm,nadinemcintyre,hi
"August 16, 2015 at 01:47AM",Saturday,Weekend,8am - 4pm,aristoteles_thedog,hi
"August 16, 2015 at 01:48AM",Saturday,Weekend,8am - 4pm,dailymadison,hi
"August 16, 2015 at 01:50AM",Saturday,Weekend,8am - 4pm,danielaslater1,hi
"August 16, 2015 at 01:51AM",Saturday,Weekend,8am - 4pm,kajetanmaciejewski,hi
"August 16, 2015 at 01:52AM",Saturday,Weekend,8am - 4pm,gulsneren,hi
"August 16, 2015 at 02:49AM",Saturday,Weekend,4pm - 12am,tracyzhong_1105,hi
"August 16, 2015 at 02:49AM",Saturday,Weekend,4pm - 12am,__va_nessa__m,hi
"August 16, 2015 at 03:49AM",Saturday,Weekend,4pm - 12am,hatteryc,hi
"August 16, 2015 at 03:50AM",Saturday,Weekend,4pm - 12am,newportcoastcloset,hi
"August 16, 2015 at 03:51AM",Saturday,Weekend,4pm - 12am,janinexheil,hi
"August 16, 2015 at 03:51AM",Saturday,Weekend,4pm - 12am,mh_almehairi,hi
"August 16, 2015 at 03:53AM",Saturday,Weekend,4pm - 12am,sevgihan,hi
"August 16, 2015 at 04:46AM",Saturday,Weekend,4pm - 12am,gwoww10,hi
"August 16, 2015 at 04:46AM",Saturday,Weekend,4pm - 12am,crls_ns,hi
"August 16, 2015 at 04:46AM",Saturday,Weekend,4pm - 12am,carlosparadap,hi
"August 16, 2015 at 04:47AM",Saturday,Weekend,4pm - 12am,brazdilka,hi
"August 16, 2015 at 04:47AM",Saturday,Weekend,4pm - 12am,oliwiakrynke,hi
"August 16, 2015 at 04:49AM",Saturday,Weekend,4pm - 12am,lookmuu_luk,hi
"August 16, 2015 at 04:49AM",Saturday,Weekend,4pm - 12am,sarahrose___,hi
"August 16, 2015 at 04:50AM",Saturday,Weekend,4pm - 12am,malesouki,hi
"August 16, 2015 at 04:51AM",Saturday,Weekend,4pm - 12am,the_spoonerous,hi
"August 16, 2015 at 04:53AM",Saturday,Weekend,4pm - 12am,lobo5g,hi
"August 16, 2015 at 05:48AM",Saturday,Weekend,4pm - 12am,halabadri,hi
"August 16, 2015 at 05:48AM",Saturday,Weekend,4pm - 12am,leobigio,hi
"August 16, 2015 at 05:49AM",Saturday,Weekend,4pm - 12am,shailasabt,hi
"August 16, 2015 at 05:50AM",Saturday,Weekend,4pm - 12am,joanacarodrigues,hi
"August 16, 2015 at 05:50AM",Saturday,Weekend,4pm - 12am,megantch,hi
"August 16, 2015 at 05:50AM",Saturday,Weekend,4pm - 12am,sue0779,hi
"August 16, 2015 at 05:51AM",Saturday,Weekend,4pm - 12am,raheem0777,hi
"August 16, 2015 at 05:51AM",Saturday,Weekend,4pm - 12am,eli_a_nita,hi
"August 16, 2015 at 05:51AM",Saturday,Weekend,4pm - 12am,sue0779,hi
"August 16, 2015 at 05:51AM",Saturday,Weekend,4pm - 12am,fattmaa__,hi
"August 16, 2015 at 05:52AM",Saturday,Weekend,4pm - 12am,gabeturner,hi
"August 16, 2015 at 05:53AM",Saturday,Weekend,4pm - 12am,georgette_1590,hi
"August 16, 2015 at 05:53AM",Saturday,Weekend,4pm - 12am,alyousef2000,hi
"August 16, 2015 at 05:54AM",Saturday,Weekend,4pm - 12am,zalyubovskaya_valeria,hi
"August 16, 2015 at 05:56AM",Saturday,Weekend,4pm - 12am,noakretchmer,hi
"August 16, 2015 at 07:52AM",Saturday,Weekend,4pm - 12am,samfieldy,hi
"August 16, 2015 at 07:54AM",Saturday,Weekend,4pm - 12am,jianijourney,hi
"August 16, 2015 at 07:54AM",Saturday,Weekend,4pm - 12am,g23armstrong,hi
"August 16, 2015 at 07:54AM",Saturday,Weekend,4pm - 12am,jonassmoi,hi
"August 16, 2015 at 07:54AM",Saturday,Weekend,4pm - 12am,tom_rigo,hi
"August 16, 2015 at 07:54AM",Saturday,Weekend,4pm - 12am,jianijourney,hi
"August 16, 2015 at 07:54AM",Saturday,Weekend,4pm - 12am,hxanou,hi
"August 16, 2015 at 07:55AM",Saturday,Weekend,4pm - 12am,guinegraomessias,hi
"August 16, 2015 at 07:55AM",Saturday,Weekend,4pm - 12am,samfieldy,hi
"August 16, 2015 at 07:55AM",Saturday,Weekend,4pm - 12am,cacyco579,hi
"August 16, 2015 at 07:56AM",Saturday,Weekend,4pm - 12am,carlyrusten,hi
"August 16, 2015 at 07:56AM",Saturday,Weekend,4pm - 12am,shequinapedro,hi
"August 16, 2015 at 08:49AM",Saturday,Weekend,4pm - 12am,thatjennyfromtheblock,hi
"August 16, 2015 at 08:50AM",Saturday,Weekend,4pm - 12am,elena_hmelevskaya,hi
"August 16, 2015 at 08:50AM",Saturday,Weekend,4pm - 12am,anaisb0109,hi
"August 16, 2015 at 08:50AM",Saturday,Weekend,4pm - 12am,yann.coiet,hi
"August 16, 2015 at 08:51AM",Saturday,Weekend,4pm - 12am,deminugteren,hi
"August 16, 2015 at 09:52AM",Saturday,Weekend,4pm - 12am,stephneechai,hi
"August 16, 2015 at 09:52AM",Saturday,Weekend,4pm - 12am,moritovigo,hi
"August 16, 2015 at 09:52AM",Saturday,Weekend,4pm - 12am,brooklynandwest,hi
"August 16, 2015 at 09:53AM",Saturday,Weekend,4pm - 12am,adelpavlisova,hi
"August 16, 2015 at 09:54AM",Saturday,Weekend,4pm - 12am,alisenokk,hi
"July 13, 2015 at 08:47AM",Sunday,Weekend,4pm - 12am,lexiesdiamonds,hi
"July 13, 2015 at 08:47AM",Sunday,Weekend,4pm - 12am,leo9912,hi
"July 13, 2015 at 08:47AM",Sunday,Weekend,4pm - 12am,dorian_viel,hi
"July 13, 2015 at 08:47AM",Sunday,Weekend,4pm - 12am,diego_pch10,hi
"July 13, 2015 at 08:48AM",Sunday,Weekend,4pm - 12am,itzkohki,hi
"July 13, 2015 at 09:23AM",Sunday,Weekend,4pm - 12am,oliviaasalvage,hi
"July 13, 2015 at 09:24AM",Sunday,Weekend,4pm - 12am,someijer,hi
"July 13, 2015 at 09:24AM",Sunday,Weekend,4pm - 12am,cmlsin_,hi
"July 13, 2015 at 09:25AM",Sunday,Weekend,4pm - 12am,maricka1jelena,hi
"July 13, 2015 at 09:26AM",Sunday,Weekend,4pm - 12am,mcskeith_hoh,hi
"July 13, 2015 at 09:26AM",Sunday,Weekend,4pm - 12am,traavisa,hi
"July 13, 2015 at 09:26AM",Sunday,Weekend,4pm - 12am,colindigiacomo,hi
"July 13, 2015 at 09:27AM",Sunday,Weekend,4pm - 12am,cyklamedsofia,hi
"July 19, 2015 at 11:31AM",Sunday,Weekend,12am - 8am,makktasticcc,hi
"July 19, 2015 at 11:31AM",Sunday,Weekend,12am - 8am,littlejennyliu,hi
"July 19, 2015 at 12:35PM",Sunday,Weekend,12am - 8am,jfungremix,hi
"July 19, 2015 at 12:36PM",Sunday,Weekend,12am - 8am,zulhilmizairee,hi
"July 19, 2015 at 12:37PM",Sunday,Weekend,12am - 8am,thaiscruz12,hi
"July 19, 2015 at 12:37PM",Sunday,Weekend,12am - 8am,oscarlagomita,hi
"July 19, 2015 at 01:13PM",Sunday,Weekend,12am - 8am,xuluyan,hi
"July 19, 2015 at 01:28PM",Sunday,Weekend,12am - 8am,inspiredautos,hi
"July 19, 2015 at 01:33PM",Sunday,Weekend,12am - 8am,ilanaostrov,hi
"July 19, 2015 at 01:41PM",Sunday,Weekend,12am - 8am,verenika.ko,hi
"July 19, 2015 at 01:47PM",Sunday,Weekend,12am - 8am,clarisseanglee,hi
"July 19, 2015 at 01:53PM",Sunday,Weekend,12am - 8am,strawberrysam,hi
"July 19, 2015 at 02:08PM",Sunday,Weekend,12am - 8am,4fifzm,hi
"July 19, 2015 at 02:15PM",Sunday,Weekend,12am - 8am,jfungremix,hi
"July 19, 2015 at 02:23PM",Sunday,Weekend,12am - 8am,princemossa,hi
"July 19, 2015 at 02:40PM",Sunday,Weekend,12am - 8am,jfungremix,hi
"July 19, 2015 at 03:02PM",Sunday,Weekend,12am - 8am,lilly.1994,hi
"July 19, 2015 at 03:14PM",Sunday,Weekend,12am - 8am,jamucsb,hi
"July 19, 2015 at 03:14PM",Sunday,Weekend,12am - 8am,flobmx93z,hi
"July 19, 2015 at 03:25PM",Sunday,Weekend,12am - 8am,da_campo,hi
"July 19, 2015 at 03:44PM",Sunday,Weekend,12am - 8am,mzinternational33,hi
"July 19, 2015 at 03:53PM",Sunday,Weekend,12am - 8am,darlynportes,hi
"July 19, 2015 at 05:37PM",Sunday,Weekend,12am - 8am,sa_ad_7s,hi
"July 19, 2015 at 05:37PM",Sunday,Weekend,12am - 8am,amandanora_,hi
"July 19, 2015 at 05:41PM",Sunday,Weekend,12am - 8am,flaveks,hi
"July 19, 2015 at 05:41PM",Sunday,Weekend,12am - 8am,missdeepmood,hi
"July 19, 2015 at 05:44PM",Sunday,Weekend,12am - 8am,mariperichan,hi
"July 19, 2015 at 05:45PM",Sunday,Weekend,12am - 8am,darry_more,hi
"July 19, 2015 at 05:52PM",Sunday,Weekend,12am - 8am,wiyuhsuan,hi
"July 19, 2015 at 05:56PM",Sunday,Weekend,12am - 8am,mo_tanya_,hi
"July 19, 2015 at 05:59PM",Sunday,Weekend,12am - 8am,melfriedrich,hi
"July 19, 2015 at 06:06PM",Sunday,Weekend,8am - 4pm,anni_afifah,hi
"July 19, 2015 at 06:53PM",Sunday,Weekend,8am - 4pm,luizabaiao,hi
"July 19, 2015 at 06:59PM",Sunday,Weekend,8am - 4pm,rulerofmyheart,hi
"July 19, 2015 at 07:00PM",Sunday,Weekend,8am - 4pm,__princess91,hi
"July 19, 2015 at 07:01PM",Sunday,Weekend,8am - 4pm,lulunathania,hi
"July 19, 2015 at 07:02PM",Sunday,Weekend,8am - 4pm,claudinosaur,hi
"July 19, 2015 at 07:05PM",Sunday,Weekend,8am - 4pm,jonathannewsam,hi
"July 19, 2015 at 07:08PM",Sunday,Weekend,8am - 4pm,ezrajwilliam,hi
"July 19, 2015 at 07:09PM",Sunday,Weekend,8am - 4pm,__princess91,hi
"July 19, 2015 at 07:10PM",Sunday,Weekend,8am - 4pm,wiiidget,hi
"July 19, 2015 at 08:01PM",Sunday,Weekend,8am - 4pm,emmamac15,hi
"July 19, 2015 at 08:01PM",Sunday,Weekend,8am - 4pm,silviu_ruta,hi
"July 19, 2015 at 08:02PM",Sunday,Weekend,8am - 4pm,ohmimo,hi
"July 19, 2015 at 08:05PM",Sunday,Weekend,8am - 4pm,mia_ruwhiu,hi
"July 19, 2015 at 08:07PM",Sunday,Weekend,8am - 4pm,rodrigomeisner.duarte,hi
"July 19, 2015 at 08:10PM",Sunday,Weekend,8am - 4pm,tesslaroo,hi
"July 19, 2015 at 08:10PM",Sunday,Weekend,8am - 4pm,dearkelly,hi
"July 19, 2015 at 08:11PM",Sunday,Weekend,8am - 4pm,damira23,hi
"July 19, 2015 at 08:13PM",Sunday,Weekend,8am - 4pm,konstaharmala,hi
"July 19, 2015 at 09:11PM",Sunday,Weekend,8am - 4pm,flavia_hf,hi
"July 19, 2015 at 09:13PM",Sunday,Weekend,8am - 4pm,with_a_k_,hi
"July 19, 2015 at 09:14PM",Sunday,Weekend,8am - 4pm,morozova__m,hi
"July 19, 2015 at 09:15PM",Sunday,Weekend,8am - 4pm,arjunmadan,hi
"July 19, 2015 at 09:16PM",Sunday,Weekend,8am - 4pm,palarp,hi
"July 19, 2015 at 09:17PM",Sunday,Weekend,8am - 4pm,annebprost,hi
"July 19, 2015 at 09:17PM",Sunday,Weekend,8am - 4pm,mariacarolinapr,hi
"July 19, 2015 at 11:16PM",Sunday,Weekend,8am - 4pm,tessapus29,hi
"July 19, 2015 at 11:17PM",Sunday,Weekend,8am - 4pm,photosbylinda,hi
"July 19, 2015 at 11:18PM",Sunday,Weekend,8am - 4pm,tanya_z,hi
"July 19, 2015 at 11:18PM",Sunday,Weekend,8am - 4pm,jacobfishr,hi
"July 19, 2015 at 11:18PM",Sunday,Weekend,8am - 4pm,lauriane_pinon,hi
"July 19, 2015 at 11:19PM",Sunday,Weekend,8am - 4pm,lfergh,hi
"July 19, 2015 at 11:19PM",Sunday,Weekend,8am - 4pm,gingerw,hi
"July 19, 2015 at 11:20PM",Sunday,Weekend,8am - 4pm,burovanton,hi
"July 19, 2015 at 11:21PM",Sunday,Weekend,8am - 4pm,evi_schoovaerts,hi
"July 20, 2015 at 12:23AM",Sunday,Weekend,8am - 4pm,maystyles52,hi
"July 20, 2015 at 12:23AM",Sunday,Weekend,8am - 4pm,erlblgn,hi
"July 20, 2015 at 12:24AM",Sunday,Weekend,8am - 4pm,elena_goman,hi
"July 20, 2015 at 12:26AM",Sunday,Weekend,8am - 4pm,tigg247,hi
"July 20, 2015 at 12:27AM",Sunday,Weekend,8am - 4pm,ateng.ffa,hi
"July 20, 2015 at 12:28AM",Sunday,Weekend,8am - 4pm,koretskay_anna,hi
"July 20, 2015 at 12:28AM",Sunday,Weekend,8am - 4pm,danielmromanoq,hi
"July 20, 2015 at 12:28AM",Sunday,Weekend,8am - 4pm,donaldo2468,hi
"July 20, 2015 at 01:24AM",Sunday,Weekend,8am - 4pm,gamzouche,hi
"July 20, 2015 at 01:24AM",Sunday,Weekend,8am - 4pm,santoskessia,hi
"July 20, 2015 at 01:26AM",Sunday,Weekend,8am - 4pm,pictureschloe,hi
"July 20, 2015 at 01:26AM",Sunday,Weekend,8am - 4pm,seifeldeen380,hi
"July 20, 2015 at 01:27AM",Sunday,Weekend,8am - 4pm,msnattygov,hi
"July 20, 2015 at 01:27AM",Sunday,Weekend,8am - 4pm,_by_anastasia,hi
"July 20, 2015 at 01:27AM",Sunday,Weekend,8am - 4pm,prandei,hi
"July 20, 2015 at 01:28AM",Sunday,Weekend,8am - 4pm,damla57,hi
"July 20, 2015 at 01:28AM",Sunday,Weekend,8am - 4pm,teo.man.ufuk,hi
"July 20, 2015 at 01:31AM",Sunday,Weekend,8am - 4pm,callmejaybaybay,hi
"July 20, 2015 at 01:32AM",Sunday,Weekend,8am - 4pm,dopegirlfresh23,hi
"July 20, 2015 at 04:39AM",Sunday,Weekend,4pm - 12am,kitter,hi
"July 20, 2015 at 04:40AM",Sunday,Weekend,4pm - 12am,i.am.ram,hi
"July 20, 2015 at 04:41AM",Sunday,Weekend,4pm - 12am,raphafb,hi
"July 20, 2015 at 06:43AM",Sunday,Weekend,4pm - 12am,cumbayagus,hi
"July 20, 2015 at 07:50AM",Sunday,Weekend,4pm - 12am,formidabelexpo,hi
"July 20, 2015 at 07:51AM",Sunday,Weekend,4pm - 12am,manoubbf,hi
"July 20, 2015 at 07:51AM",Sunday,Weekend,4pm - 12am,irapaslavska,hi
"July 20, 2015 at 09:56AM",Sunday,Weekend,4pm - 12am,kirk767,hi
"July 26, 2015 at 10:01AM",Sunday,Weekend,12am - 8am,paullutterman,hi
"July 26, 2015 at 10:01AM",Sunday,Weekend,12am - 8am,toksduttie,hi
"July 26, 2015 at 10:58AM",Sunday,Weekend,12am - 8am,ancampbell13,hi
"July 26, 2015 at 10:58AM",Sunday,Weekend,12am - 8am,carmi_mar,hi
"July 26, 2015 at 10:58AM",Sunday,Weekend,12am - 8am,_heyalysson,hi
"July 26, 2015 at 10:59AM",Sunday,Weekend,12am - 8am,dbaand,hi
"July 26, 2015 at 10:59AM",Sunday,Weekend,12am - 8am,bukettesenn,hi
"July 26, 2015 at 10:59AM",Sunday,Weekend,12am - 8am,stevekream,hi
"July 26, 2015 at 11:01AM",Sunday,Weekend,12am - 8am,melijuannna,hi
"July 26, 2015 at 11:01AM",Sunday,Weekend,12am - 8am,dbaand,hi
"July 26, 2015 at 11:02AM",Sunday,Weekend,12am - 8am,delfiliniado,hi
"July 26, 2015 at 11:02AM",Sunday,Weekend,12am - 8am,agusvalerga,hi
"July 26, 2015 at 11:03AM",Sunday,Weekend,12am - 8am,dbaand,hi
"July 26, 2015 at 11:48AM",Sunday,Weekend,12am - 8am,gitaneee,hi
"July 26, 2015 at 11:49AM",Sunday,Weekend,12am - 8am,5hinnnnnnnks,hi
"July 26, 2015 at 11:51AM",Sunday,Weekend,12am - 8am,jeoongw,hi
"July 26, 2015 at 01:22PM",Sunday,Weekend,12am - 8am,runmoore,hi
"July 26, 2015 at 01:23PM",Sunday,Weekend,12am - 8am,jvitorsferreira,hi
"July 26, 2015 at 05:50PM",Sunday,Weekend,12am - 8am,maribellle,hi
"July 26, 2015 at 05:52PM",Sunday,Weekend,12am - 8am,fleursteiner,hi
"July 26, 2015 at 05:55PM",Sunday,Weekend,12am - 8am,davidaparicio,hi
"July 26, 2015 at 05:59PM",Sunday,Weekend,12am - 8am,ashlcn,hi
"July 26, 2015 at 05:59PM",Sunday,Weekend,12am - 8am,arcantekkaan,hi
"July 26, 2015 at 06:51PM",Sunday,Weekend,8am - 4pm,katya8989,hi
"July 26, 2015 at 06:52PM",Sunday,Weekend,8am - 4pm,harukakurah1227,hi
"July 26, 2015 at 06:52PM",Sunday,Weekend,8am - 4pm,yayoy_,hi
"July 26, 2015 at 06:53PM",Sunday,Weekend,8am - 4pm,joaorino,hi
"July 26, 2015 at 06:53PM",Sunday,Weekend,8am - 4pm,dunjajanosev,hi
"July 26, 2015 at 06:53PM",Sunday,Weekend,8am - 4pm,karen1iew,hi
"July 26, 2015 at 06:58PM",Sunday,Weekend,8am - 4pm,evadooley_,hi
"July 26, 2015 at 06:58PM",Sunday,Weekend,8am - 4pm,matteolinassi,hi
"July 26, 2015 at 07:00PM",Sunday,Weekend,8am - 4pm,12_sagittarius,hi
"July 26, 2015 at 07:01PM",Sunday,Weekend,8am - 4pm,danieluyazan,hi
"July 26, 2015 at 07:49PM",Sunday,Weekend,8am - 4pm,n_aladidi,hi
"July 26, 2015 at 07:50PM",Sunday,Weekend,8am - 4pm,jellemeens,hi
"July 26, 2015 at 07:50PM",Sunday,Weekend,8am - 4pm,miccicybil,hi
"July 26, 2015 at 07:51PM",Sunday,Weekend,8am - 4pm,gaufolga,hi
"July 26, 2015 at 07:53PM",Sunday,Weekend,8am - 4pm,primrose_b11,hi
"July 26, 2015 at 07:56PM",Sunday,Weekend,8am - 4pm,camibengolea,hi
"July 26, 2015 at 07:59PM",Sunday,Weekend,8am - 4pm,dami_dami,hi
"July 26, 2015 at 08:00PM",Sunday,Weekend,8am - 4pm,dami_dami,hi
"July 26, 2015 at 08:00PM",Sunday,Weekend,8am - 4pm,yeaimshort,hi
"July 26, 2015 at 08:00PM",Sunday,Weekend,8am - 4pm,dami_dami,hi
"July 26, 2015 at 08:01PM",Sunday,Weekend,8am - 4pm,dami_dami,hi
"July 26, 2015 at 08:56PM",Sunday,Weekend,8am - 4pm,divvinoparis,hi
"July 26, 2015 at 09:52PM",Sunday,Weekend,8am - 4pm,nunopintodacostafcp,hi
"July 26, 2015 at 09:53PM",Sunday,Weekend,8am - 4pm,addicted.to.adventure,hi
"July 26, 2015 at 09:55PM",Sunday,Weekend,8am - 4pm,harveymarcel,hi
"July 26, 2015 at 11:49PM",Sunday,Weekend,8am - 4pm,muhammadputera,hi
"July 26, 2015 at 11:51PM",Sunday,Weekend,8am - 4pm,ivettt68,hi
"July 26, 2015 at 11:51PM",Sunday,Weekend,8am - 4pm,zaidee26,hi
"July 26, 2015 at 11:53PM",Sunday,Weekend,8am - 4pm,mustafa_agha1,hi
"July 26, 2015 at 11:54PM",Sunday,Weekend,8am - 4pm,m___ya,hi
"July 27, 2015 at 12:57AM",Sunday,Weekend,8am - 4pm,juls_smile,hi
"July 27, 2015 at 01:53AM",Sunday,Weekend,8am - 4pm,jeanprmalavasi,hi
"July 27, 2015 at 01:55AM",Sunday,Weekend,8am - 4pm,roxy_xd,hi
"July 27, 2015 at 01:57AM",Sunday,Weekend,8am - 4pm,barbarabrunetto,hi
"July 27, 2015 at 01:58AM",Sunday,Weekend,8am - 4pm,waleedgmr,hi
"July 27, 2015 at 01:59AM",Sunday,Weekend,8am - 4pm,elodiemtr,hi
"July 27, 2015 at 02:01AM",Sunday,Weekend,4pm - 12am,amyclaireturner,hi
"July 27, 2015 at 02:52AM",Sunday,Weekend,4pm - 12am,amandanegri,hi
"July 27, 2015 at 02:53AM",Sunday,Weekend,4pm - 12am,gianlucaenna,hi
"July 27, 2015 at 02:53AM",Sunday,Weekend,4pm - 12am,ybinny89,hi
"July 27, 2015 at 04:54AM",Sunday,Weekend,4pm - 12am,maybrittmobach,hi
"July 27, 2015 at 04:55AM",Sunday,Weekend,4pm - 12am,miss_olia,hi
"July 27, 2015 at 04:56AM",Sunday,Weekend,4pm - 12am,anghel.radu,hi
"July 27, 2015 at 04:57AM",Sunday,Weekend,4pm - 12am,tokesnusi,hi
"July 27, 2015 at 04:57AM",Sunday,Weekend,4pm - 12am,aymengadri,hi
"July 27, 2015 at 05:58AM",Sunday,Weekend,4pm - 12am,mereboww,hi
"July 27, 2015 at 05:58AM",Sunday,Weekend,4pm - 12am,urukalo,hi
"July 27, 2015 at 05:58AM",Sunday,Weekend,4pm - 12am,elenapicazo21,hi
"July 27, 2015 at 05:59AM",Sunday,Weekend,4pm - 12am,shynarnovembre,hi
"July 27, 2015 at 05:59AM",Sunday,Weekend,4pm - 12am,lizcounsell87,hi
"July 27, 2015 at 05:59AM",Sunday,Weekend,4pm - 12am,am_zoli,hi
"July 27, 2015 at 05:59AM",Sunday,Weekend,4pm - 12am,olyalev,hi
"July 27, 2015 at 06:01AM",Sunday,Weekend,4pm - 12am,vukpet_15,hi
"July 27, 2015 at 06:01AM",Sunday,Weekend,4pm - 12am,brahimsahli2,hi
"July 27, 2015 at 06:03AM",Sunday,Weekend,4pm - 12am,suzipl,hi
"July 27, 2015 at 06:56AM",Sunday,Weekend,4pm - 12am,annakarolcia,hi
"July 27, 2015 at 06:58AM",Sunday,Weekend,4pm - 12am,mariagrkhva,hi
"July 27, 2015 at 06:58AM",Sunday,Weekend,4pm - 12am,ilcapitanvadelle,hi
"July 27, 2015 at 07:55AM",Sunday,Weekend,4pm - 12am,j0s3ru3da,hi
"July 27, 2015 at 07:55AM",Sunday,Weekend,4pm - 12am,matrosevich_kotevich,hi
"July 27, 2015 at 07:56AM",Sunday,Weekend,4pm - 12am,omargzms,hi
"July 27, 2015 at 07:56AM",Sunday,Weekend,4pm - 12am,hamad_as70,hi
"July 27, 2015 at 07:56AM",Sunday,Weekend,4pm - 12am,abdlrazag,hi
"July 27, 2015 at 07:57AM",Sunday,Weekend,4pm - 12am,debramorgan_,hi
"July 27, 2015 at 07:57AM",Sunday,Weekend,4pm - 12am,blondie_melissa,hi
"July 27, 2015 at 07:57AM",Sunday,Weekend,4pm - 12am,anapatriciamoraes,hi
"July 27, 2015 at 07:58AM",Sunday,Weekend,4pm - 12am,reshasoleil,hi
"July 27, 2015 at 07:59AM",Sunday,Weekend,4pm - 12am,angee13,hi
"July 27, 2015 at 07:59AM",Sunday,Weekend,4pm - 12am,bdabest22,hi
"July 27, 2015 at 08:00AM",Sunday,Weekend,4pm - 12am,goldrake__,hi
"July 27, 2015 at 08:02AM",Sunday,Weekend,4pm - 12am,ileana.miatton,hi
"July 27, 2015 at 08:58AM",Sunday,Weekend,4pm - 12am,scjdias,hi
"July 27, 2015 at 08:58AM",Sunday,Weekend,4pm - 12am,sassa1824,hi
"July 27, 2015 at 08:58AM",Sunday,Weekend,4pm - 12am,nullacht15_,hi
"July 27, 2015 at 08:59AM",Sunday,Weekend,4pm - 12am,iviktoriaa,hi
"July 27, 2015 at 08:59AM",Sunday,Weekend,4pm - 12am,3owssha__as,hi
"July 27, 2015 at 08:59AM",Sunday,Weekend,4pm - 12am,breenaa,hi
"July 27, 2015 at 08:59AM",Sunday,Weekend,4pm - 12am,danielhornell,hi
"July 27, 2015 at 09:00AM",Sunday,Weekend,4pm - 12am,annewyork_12,hi
"July 27, 2015 at 09:00AM",Sunday,Weekend,4pm - 12am,microcuts18,hi
"August 02, 2015 at 10:19AM",Sunday,Weekend,12am - 8am,cannabosss,hi
"August 02, 2015 at 10:19AM",Sunday,Weekend,12am - 8am,zalinakhavzhokova,hi
"August 02, 2015 at 10:19AM",Sunday,Weekend,12am - 8am,purple.haaze,hi
"August 02, 2015 at 10:20AM",Sunday,Weekend,12am - 8am,soficapitanelli,hi
"August 02, 2015 at 10:20AM",Sunday,Weekend,12am - 8am,maha_aloufii,hi
"August 02, 2015 at 10:20AM",Sunday,Weekend,12am - 8am,ellajohemza,hi
"August 02, 2015 at 10:20AM",Sunday,Weekend,12am - 8am,s805eun,hi
"August 02, 2015 at 10:20AM",Sunday,Weekend,12am - 8am,shqizy,hi
"August 02, 2015 at 10:21AM",Sunday,Weekend,12am - 8am,amandinejx,hi
"August 02, 2015 at 10:21AM",Sunday,Weekend,12am - 8am,t.scholl,hi
"August 02, 2015 at 10:22AM",Sunday,Weekend,12am - 8am,kristenhenry9,hi
"August 02, 2015 at 10:22AM",Sunday,Weekend,12am - 8am,neilosss,hi
"August 02, 2015 at 10:23AM",Sunday,Weekend,12am - 8am,klamauri,hi
"August 02, 2015 at 11:13AM",Sunday,Weekend,12am - 8am,marrriiiooon,hi
"August 02, 2015 at 11:13AM",Sunday,Weekend,12am - 8am,nancyhandmade,hi
"August 02, 2015 at 11:14AM",Sunday,Weekend,12am - 8am,chantelletaylor,hi
"August 02, 2015 at 11:14AM",Sunday,Weekend,12am - 8am,ibrahemnzm,hi
"August 02, 2015 at 11:15AM",Sunday,Weekend,12am - 8am,nandofarias,hi
"August 02, 2015 at 11:17AM",Sunday,Weekend,12am - 8am,manon0414,hi
