Time stamp,Paris Day text,Paris Day Type,Paris third,Instagram user,Instgram photo
"August 04, 2015 at 04:19PM",Tuesday,Weekday,12am - 8am,okcreative,hi
"August 04, 2015 at 04:19PM",Tuesday,Weekday,12am - 8am,renatoyabiku,hi
"August 04, 2015 at 04:19PM",Tuesday,Weekday,12am - 8am,april.hutchinson,hi
"August 04, 2015 at 04:22PM",Tuesday,Weekday,12am - 8am,cambroliving,hi
"August 04, 2015 at 04:27PM",Tuesday,Weekday,12am - 8am,shinyoolim,hi
"August 04, 2015 at 04:29PM",Tuesday,Weekday,12am - 8am,shinyoolim,hi
"August 04, 2015 at 04:32PM",Tuesday,Weekday,12am - 8am,liesah,hi
"August 04, 2015 at 04:33PM",Tuesday,Weekday,12am - 8am,liesah,hi
"August 04, 2015 at 04:38PM",Tuesday,Weekday,12am - 8am,ninigiovanna,hi
"August 04, 2015 at 04:40PM",Tuesday,Weekday,12am - 8am,ninigiovanna,hi
"August 04, 2015 at 04:42PM",Tuesday,Weekday,12am - 8am,ninigiovanna,hi
"August 04, 2015 at 04:44PM",Tuesday,Weekday,12am - 8am,ninigiovanna,hi
"August 04, 2015 at 05:30PM",Tuesday,Weekday,12am - 8am,dodanto323,hi
"August 04, 2015 at 05:31PM",Tuesday,Weekday,12am - 8am,tmacelroy,hi
"August 04, 2015 at 05:34PM",Tuesday,Weekday,12am - 8am,anitaemikele,hi
"August 04, 2015 at 05:34PM",Tuesday,Weekday,12am - 8am,12__sagittarius,hi
"August 04, 2015 at 05:34PM",Tuesday,Weekday,12am - 8am,ryandavidginsberg,hi
"August 04, 2015 at 05:41PM",Tuesday,Weekday,12am - 8am,universal_muse,hi
"August 04, 2015 at 05:43PM",Tuesday,Weekday,12am - 8am,gino__23,hi
"August 04, 2015 at 05:43PM",Tuesday,Weekday,12am - 8am,suhyunchun,hi
"August 04, 2015 at 05:51PM",Tuesday,Weekday,12am - 8am,fkneo,hi
"August 04, 2015 at 05:52PM",Tuesday,Weekday,12am - 8am,ekaterina_dubrovina,hi
"August 04, 2015 at 05:52PM",Tuesday,Weekday,12am - 8am,rmadjr,hi
"August 04, 2015 at 06:28PM",Tuesday,Weekday,8am - 4pm,pupoozz_nina,hi
"August 04, 2015 at 06:29PM",Tuesday,Weekday,8am - 4pm,misterjoecity,hi
"August 04, 2015 at 07:40PM",Tuesday,Weekday,8am - 4pm,a8j4,hi
"August 04, 2015 at 07:41PM",Tuesday,Weekday,8am - 4pm,xyluau,hi
"August 04, 2015 at 07:42PM",Tuesday,Weekday,8am - 4pm,s_j_moon,hi
"August 04, 2015 at 07:42PM",Tuesday,Weekday,8am - 4pm,ddoubleyou14,hi
"August 04, 2015 at 07:47PM",Tuesday,Weekday,8am - 4pm,jack.harling,hi
"August 04, 2015 at 07:48PM",Tuesday,Weekday,8am - 4pm,alessandro3991,hi
"August 04, 2015 at 07:49PM",Tuesday,Weekday,8am - 4pm,paul_cuck_lighting,hi
"August 04, 2015 at 07:49PM",Tuesday,Weekday,8am - 4pm,chloeknipe,hi
"August 04, 2015 at 07:49PM",Tuesday,Weekday,8am - 4pm,cengizparis,hi
"August 04, 2015 at 07:50PM",Tuesday,Weekday,8am - 4pm,mahdavian.sarah,hi
"August 04, 2015 at 07:52PM",Tuesday,Weekday,8am - 4pm,mahdavian.sarah,hi
"August 04, 2015 at 07:53PM",Tuesday,Weekday,8am - 4pm,bibipanki,hi
"August 04, 2015 at 08:48PM",Tuesday,Weekday,8am - 4pm,maxime_guillet17,hi
"August 04, 2015 at 08:48PM",Tuesday,Weekday,8am - 4pm,sridharandhanasekar,hi
"August 04, 2015 at 08:49PM",Tuesday,Weekday,8am - 4pm,sridharandhanasekar,hi
"August 04, 2015 at 08:49PM",Tuesday,Weekday,8am - 4pm,luketorello,hi
"August 04, 2015 at 08:50PM",Tuesday,Weekday,8am - 4pm,ani_est_la,hi
"August 04, 2015 at 08:51PM",Tuesday,Weekday,8am - 4pm,sridharandhanasekar,hi
"August 04, 2015 at 08:52PM",Tuesday,Weekday,8am - 4pm,_batxian,hi
"August 04, 2015 at 08:52PM",Tuesday,Weekday,8am - 4pm,boss_maae,hi
"August 04, 2015 at 08:53PM",Tuesday,Weekday,8am - 4pm,kgiata,hi
"August 04, 2015 at 08:54PM",Tuesday,Weekday,8am - 4pm,asya_chetverkina,hi
"August 04, 2015 at 08:54PM",Tuesday,Weekday,8am - 4pm,sridharandhanasekar,hi
"August 04, 2015 at 10:43PM",Tuesday,Weekday,8am - 4pm,danidoce,hi
"August 04, 2015 at 10:43PM",Tuesday,Weekday,8am - 4pm,warren_witte,hi
"August 04, 2015 at 10:44PM",Tuesday,Weekday,8am - 4pm,fabiomartines_,hi
"August 04, 2015 at 10:49PM",Tuesday,Weekday,8am - 4pm,roman_albak,hi
"August 04, 2015 at 10:51PM",Tuesday,Weekday,8am - 4pm,spielhgaarf,hi
"August 04, 2015 at 10:51PM",Tuesday,Weekday,8am - 4pm,shortey130,hi
"August 04, 2015 at 10:51PM",Tuesday,Weekday,8am - 4pm,fabiomartines_,hi
"August 04, 2015 at 10:52PM",Tuesday,Weekday,8am - 4pm,fan_breakeven,hi
"August 04, 2015 at 11:46PM",Tuesday,Weekday,8am - 4pm,sharonfeldmans,hi
"August 04, 2015 at 11:46PM",Tuesday,Weekday,8am - 4pm,floauni,hi
"August 04, 2015 at 11:51PM",Tuesday,Weekday,8am - 4pm,erikarox,hi
"August 04, 2015 at 11:51PM",Tuesday,Weekday,8am - 4pm,anna.vall,hi
"August 04, 2015 at 11:52PM",Tuesday,Weekday,8am - 4pm,anythingunderthesim1,hi
"August 04, 2015 at 11:52PM",Tuesday,Weekday,8am - 4pm,hashim707,hi
"August 05, 2015 at 12:45AM",Tuesday,Weekday,8am - 4pm,garrettptyler,hi
"August 05, 2015 at 12:46AM",Tuesday,Weekday,8am - 4pm,mattiewilson,hi
"August 05, 2015 at 12:47AM",Tuesday,Weekday,8am - 4pm,babilaterence,hi
"August 05, 2015 at 12:51AM",Tuesday,Weekday,8am - 4pm,najaboudeffa,hi
"August 05, 2015 at 12:51AM",Tuesday,Weekday,8am - 4pm,fergonzalez0,hi
"August 05, 2015 at 12:52AM",Tuesday,Weekday,8am - 4pm,jujucolomb21,hi
"August 05, 2015 at 12:53AM",Tuesday,Weekday,8am - 4pm,gustyfoglia,hi
"August 05, 2015 at 12:54AM",Tuesday,Weekday,8am - 4pm,yotomareunginfizz,hi
"August 05, 2015 at 12:55AM",Tuesday,Weekday,8am - 4pm,skww,hi
"August 05, 2015 at 12:56AM",Tuesday,Weekday,8am - 4pm,raialarouge,hi
"August 05, 2015 at 12:57AM",Tuesday,Weekday,8am - 4pm,alsorinas,hi
"August 05, 2015 at 01:46AM",Tuesday,Weekday,8am - 4pm,anaisitl,hi
"August 05, 2015 at 01:48AM",Tuesday,Weekday,8am - 4pm,chloe_sjp,hi
"August 05, 2015 at 01:48AM",Tuesday,Weekday,8am - 4pm,lilyface_,hi
"August 05, 2015 at 01:49AM",Tuesday,Weekday,8am - 4pm,msheshtawy_,hi
"August 05, 2015 at 01:50AM",Tuesday,Weekday,8am - 4pm,beagoiza,hi
"August 05, 2015 at 01:52AM",Tuesday,Weekday,8am - 4pm,madelizabeth,hi
"August 05, 2015 at 01:52AM",Tuesday,Weekday,8am - 4pm,nooooon122,hi
"August 05, 2015 at 01:54AM",Tuesday,Weekday,8am - 4pm,irenebabyq,hi
"August 05, 2015 at 01:55AM",Tuesday,Weekday,8am - 4pm,chuyeechung,hi
"August 05, 2015 at 02:44AM",Tuesday,Weekday,4pm - 12am,m_marrrti,hi
"August 05, 2015 at 02:45AM",Tuesday,Weekday,4pm - 12am,jhyewony,hi
"August 05, 2015 at 02:47AM",Tuesday,Weekday,4pm - 12am,mortenmunk89,hi
"August 05, 2015 at 02:49AM",Tuesday,Weekday,4pm - 12am,juliojules,hi
"August 05, 2015 at 02:51AM",Tuesday,Weekday,4pm - 12am,matteparigi,hi
"August 05, 2015 at 02:51AM",Tuesday,Weekday,4pm - 12am,eldikistrikis,hi
"August 05, 2015 at 02:55AM",Tuesday,Weekday,4pm - 12am,estellemetivier,hi
"August 05, 2015 at 02:55AM",Tuesday,Weekday,4pm - 12am,buklesimsek,hi
"August 05, 2015 at 02:56AM",Tuesday,Weekday,4pm - 12am,atesanovich,hi
"August 05, 2015 at 03:53AM",Tuesday,Weekday,4pm - 12am,chnelzz,hi
"August 05, 2015 at 03:53AM",Tuesday,Weekday,4pm - 12am,vangoui,hi
"August 05, 2015 at 03:54AM",Tuesday,Weekday,4pm - 12am,emelhcgl,hi
"August 05, 2015 at 03:54AM",Tuesday,Weekday,4pm - 12am,chongjiayi,hi
"August 05, 2015 at 03:55AM",Tuesday,Weekday,4pm - 12am,mikedrake,hi
"August 05, 2015 at 03:56AM",Tuesday,Weekday,4pm - 12am,you_riri,hi
"August 05, 2015 at 03:57AM",Tuesday,Weekday,4pm - 12am,manuelezquerro,hi
"August 05, 2015 at 04:49AM",Tuesday,Weekday,4pm - 12am,matteotonelli996,hi
"August 05, 2015 at 04:49AM",Tuesday,Weekday,4pm - 12am,fatom.alkuwari,hi
"August 05, 2015 at 04:51AM",Tuesday,Weekday,4pm - 12am,iamstefanceci,hi
"August 05, 2015 at 04:51AM",Tuesday,Weekday,4pm - 12am,eviesblog,hi
"August 05, 2015 at 04:52AM",Tuesday,Weekday,4pm - 12am,olgabgdancing,hi
"August 05, 2015 at 04:54AM",Tuesday,Weekday,4pm - 12am,georgeslade,hi
"August 05, 2015 at 04:54AM",Tuesday,Weekday,4pm - 12am,saphw,hi
"August 05, 2015 at 04:54AM",Tuesday,Weekday,4pm - 12am,gattinik,hi
"August 05, 2015 at 04:54AM",Tuesday,Weekday,4pm - 12am,alemercado93,hi
"August 05, 2015 at 04:55AM",Tuesday,Weekday,4pm - 12am,roksany,hi
"August 05, 2015 at 04:57AM",Tuesday,Weekday,4pm - 12am,beddsocks,hi
"August 05, 2015 at 05:55AM",Tuesday,Weekday,4pm - 12am,ceyda_s29,hi
"August 05, 2015 at 05:56AM",Tuesday,Weekday,4pm - 12am,ma_ilf_te,hi
"August 05, 2015 at 05:57AM",Tuesday,Weekday,4pm - 12am,tainted_lie,hi
"August 05, 2015 at 05:57AM",Tuesday,Weekday,4pm - 12am,g_u_t_a,hi
"August 05, 2015 at 05:58AM",Tuesday,Weekday,4pm - 12am,stanwgreen,hi
"August 05, 2015 at 05:58AM",Tuesday,Weekday,4pm - 12am,huyke,hi
"August 05, 2015 at 05:58AM",Tuesday,Weekday,4pm - 12am,creationpaulh,hi
"August 05, 2015 at 05:59AM",Tuesday,Weekday,4pm - 12am,yotrainor,hi
"August 05, 2015 at 05:59AM",Tuesday,Weekday,4pm - 12am,huyke,hi
"August 05, 2015 at 06:00AM",Tuesday,Weekday,4pm - 12am,tainted_lie,hi
"August 05, 2015 at 06:01AM",Tuesday,Weekday,4pm - 12am,baris0105,hi
"August 05, 2015 at 06:01AM",Tuesday,Weekday,4pm - 12am,baris0105,hi
"August 05, 2015 at 06:52AM",Tuesday,Weekday,4pm - 12am,daddin12,hi
"August 05, 2015 at 06:52AM",Tuesday,Weekday,4pm - 12am,gulbenizg,hi
"August 05, 2015 at 06:53AM",Tuesday,Weekday,4pm - 12am,eliifkaradeniz,hi
"August 05, 2015 at 06:53AM",Tuesday,Weekday,4pm - 12am,lauratagliari,hi
"August 05, 2015 at 06:53AM",Tuesday,Weekday,4pm - 12am,sashalabbe,hi
"August 05, 2015 at 06:54AM",Tuesday,Weekday,4pm - 12am,sisamuro,hi
"August 05, 2015 at 06:55AM",Tuesday,Weekday,4pm - 12am,theredheadinadresss,hi
"August 05, 2015 at 06:56AM",Tuesday,Weekday,4pm - 12am,angelo_altamura,hi
"August 05, 2015 at 06:57AM",Tuesday,Weekday,4pm - 12am,maryksova,hi
"August 05, 2015 at 06:57AM",Tuesday,Weekday,4pm - 12am,iamcboy,hi
"August 05, 2015 at 06:57AM",Tuesday,Weekday,4pm - 12am,claudiafiori,hi
"August 05, 2015 at 07:52AM",Tuesday,Weekday,4pm - 12am,zzjanine,hi
"August 05, 2015 at 07:54AM",Tuesday,Weekday,4pm - 12am,rousymarsh,hi
"August 05, 2015 at 07:55AM",Tuesday,Weekday,4pm - 12am,gra_mussali,hi
"August 05, 2015 at 07:55AM",Tuesday,Weekday,4pm - 12am,mohican787,hi
"August 05, 2015 at 07:55AM",Tuesday,Weekday,4pm - 12am,renatomourajr,hi
"August 05, 2015 at 07:56AM",Tuesday,Weekday,4pm - 12am,lillizzard,hi
"August 05, 2015 at 07:57AM",Tuesday,Weekday,4pm - 12am,elsa_anna,hi
"August 05, 2015 at 07:58AM",Tuesday,Weekday,4pm - 12am,mafe_herrera,hi
"August 05, 2015 at 07:58AM",Tuesday,Weekday,4pm - 12am,anapmoscoso,hi
"August 05, 2015 at 07:58AM",Tuesday,Weekday,4pm - 12am,arianna.ciceri1,hi
"August 05, 2015 at 07:58AM",Tuesday,Weekday,4pm - 12am,ozgurugurluu,hi
"August 05, 2015 at 07:58AM",Tuesday,Weekday,4pm - 12am,mohican787,hi
"August 05, 2015 at 08:56AM",Tuesday,Weekday,4pm - 12am,sinimatkonen,hi
"August 05, 2015 at 08:56AM",Tuesday,Weekday,4pm - 12am,miiskia,hi
"August 05, 2015 at 08:56AM",Tuesday,Weekday,4pm - 12am,monmonica_d,hi
"August 05, 2015 at 08:56AM",Tuesday,Weekday,4pm - 12am,elenaisym,hi
"August 05, 2015 at 08:56AM",Tuesday,Weekday,4pm - 12am,candy83girl,hi
"August 05, 2015 at 08:56AM",Tuesday,Weekday,4pm - 12am,eriksensiri,hi
"August 05, 2015 at 08:56AM",Tuesday,Weekday,4pm - 12am,lees.sa,hi
"August 05, 2015 at 08:57AM",Tuesday,Weekday,4pm - 12am,raphael_boratto,hi
"August 05, 2015 at 08:57AM",Tuesday,Weekday,4pm - 12am,natalichernuhina,hi
"August 05, 2015 at 08:58AM",Tuesday,Weekday,4pm - 12am,vini_amilthan,hi
"August 05, 2015 at 08:58AM",Tuesday,Weekday,4pm - 12am,sa.alhashmi,hi
"August 05, 2015 at 08:58AM",Tuesday,Weekday,4pm - 12am,dgrigorievaaa,hi
"August 05, 2015 at 09:56AM",Tuesday,Weekday,4pm - 12am,rossellafoti,hi
"August 05, 2015 at 09:56AM",Tuesday,Weekday,4pm - 12am,anastasia_krupenina,hi
"August 05, 2015 at 09:57AM",Tuesday,Weekday,4pm - 12am,ronaldusamaximus,hi
"August 11, 2015 at 10:15AM",Tuesday,Weekday,12am - 8am,ezeqpo,hi
"August 11, 2015 at 10:16AM",Tuesday,Weekday,12am - 8am,walidcarter89,hi
"August 11, 2015 at 10:16AM",Tuesday,Weekday,12am - 8am,jlswing,hi
"August 11, 2015 at 10:17AM",Tuesday,Weekday,12am - 8am,mmphoto711,hi
"August 11, 2015 at 10:18AM",Tuesday,Weekday,12am - 8am,vivigarzon0201,hi
"August 11, 2015 at 10:19AM",Tuesday,Weekday,12am - 8am,cecinestpascorine,hi
"August 11, 2015 at 10:20AM",Tuesday,Weekday,12am - 8am,elifyks,hi
"August 11, 2015 at 10:20AM",Tuesday,Weekday,12am - 8am,erokhova,hi
"August 11, 2015 at 11:18AM",Tuesday,Weekday,12am - 8am,math.diniz,hi
"August 11, 2015 at 11:18AM",Tuesday,Weekday,12am - 8am,brandon_el_comandante,hi
"August 11, 2015 at 11:18AM",Tuesday,Weekday,12am - 8am,savick_as,hi
"August 11, 2015 at 11:19AM",Tuesday,Weekday,12am - 8am,massentyche,hi
"August 11, 2015 at 11:19AM",Tuesday,Weekday,12am - 8am,jmlunabmw,hi
"August 11, 2015 at 11:19AM",Tuesday,Weekday,12am - 8am,mariarosaria_nigro,hi
"August 11, 2015 at 11:19AM",Tuesday,Weekday,12am - 8am,gayeekasap,hi
"August 11, 2015 at 11:20AM",Tuesday,Weekday,12am - 8am,shady_adib,hi
"August 11, 2015 at 11:20AM",Tuesday,Weekday,12am - 8am,niskaiskandar,hi
"August 11, 2015 at 11:21AM",Tuesday,Weekday,12am - 8am,elena__c85,hi
"August 11, 2015 at 11:21AM",Tuesday,Weekday,12am - 8am,nba__alkhalifa,hi
"August 11, 2015 at 11:24AM",Tuesday,Weekday,12am - 8am,fatmuhammad,hi
"August 11, 2015 at 11:24AM",Tuesday,Weekday,12am - 8am,julialacour,hi
"August 11, 2015 at 12:27PM",Tuesday,Weekday,12am - 8am,gabrielsaldanhags,hi
"August 11, 2015 at 12:28PM",Tuesday,Weekday,12am - 8am,gabrielsaldanhags,hi
"August 11, 2015 at 12:28PM",Tuesday,Weekday,12am - 8am,stylememaeve,hi
"August 11, 2015 at 12:28PM",Tuesday,Weekday,12am - 8am,emmashaerf_,hi
"August 11, 2015 at 12:29PM",Tuesday,Weekday,12am - 8am,eszti_mihalyi,hi
"August 11, 2015 at 12:29PM",Tuesday,Weekday,12am - 8am,mo.roc.co,hi
"August 11, 2015 at 12:29PM",Tuesday,Weekday,12am - 8am,justine11111,hi
"August 11, 2015 at 12:30PM",Tuesday,Weekday,12am - 8am,a_jan,hi
"August 11, 2015 at 12:33PM",Tuesday,Weekday,12am - 8am,alotaiba,hi
"August 11, 2015 at 12:36PM",Tuesday,Weekday,12am - 8am,mahmoudalloy,hi
"August 11, 2015 at 12:36PM",Tuesday,Weekday,12am - 8am,a_jan,hi
"August 11, 2015 at 12:36PM",Tuesday,Weekday,12am - 8am,anka_shpionka,hi
"August 11, 2015 at 12:37PM",Tuesday,Weekday,12am - 8am,r_tatian_a,hi
"August 11, 2015 at 02:41PM",Tuesday,Weekday,12am - 8am,_wthay,hi
"August 11, 2015 at 02:46PM",Tuesday,Weekday,12am - 8am,arisvet21,hi
"August 11, 2015 at 02:57PM",Tuesday,Weekday,12am - 8am,arisvet21,hi
"August 11, 2015 at 02:59PM",Tuesday,Weekday,12am - 8am,aleatoried,hi
"August 11, 2015 at 03:07PM",Tuesday,Weekday,12am - 8am,lucianawolff,hi
"August 11, 2015 at 03:16PM",Tuesday,Weekday,12am - 8am,adele_model,hi
"August 11, 2015 at 03:24PM",Tuesday,Weekday,12am - 8am,mihajlovskastefani,hi
"August 11, 2015 at 03:24PM",Tuesday,Weekday,12am - 8am,paisa_659,hi
"August 11, 2015 at 03:43PM",Tuesday,Weekday,12am - 8am,boomstick101,hi
"August 11, 2015 at 07:11PM",Tuesday,Weekday,8am - 4pm,beautybyrah,hi
"August 11, 2015 at 07:13PM",Tuesday,Weekday,8am - 4pm,dumaadoss,hi
"August 11, 2015 at 07:15PM",Tuesday,Weekday,8am - 4pm,piercormio,hi
"August 11, 2015 at 07:16PM",Tuesday,Weekday,8am - 4pm,kseniyalaf,hi
"August 11, 2015 at 07:17PM",Tuesday,Weekday,8am - 4pm,slivk1n,hi
"August 11, 2015 at 07:17PM",Tuesday,Weekday,8am - 4pm,zouloubamba,hi
"August 11, 2015 at 07:18PM",Tuesday,Weekday,8am - 4pm,mohdhsn_,hi
"August 11, 2015 at 07:18PM",Tuesday,Weekday,8am - 4pm,everydaysalim,hi
"August 11, 2015 at 07:18PM",Tuesday,Weekday,8am - 4pm,insearchof_sunrise,hi
"August 11, 2015 at 07:18PM",Tuesday,Weekday,8am - 4pm,akmalrahim_,hi
"August 11, 2015 at 07:19PM",Tuesday,Weekday,8am - 4pm,crosaramatteo,hi
"August 11, 2015 at 07:22PM",Tuesday,Weekday,8am - 4pm,alessiasantosbr,hi
"August 11, 2015 at 07:24PM",Tuesday,Weekday,8am - 4pm,martin.nagy.91,hi
"August 11, 2015 at 08:11PM",Tuesday,Weekday,8am - 4pm,ellanajaade,hi
"August 11, 2015 at 08:12PM",Tuesday,Weekday,8am - 4pm,bin_m3lay,hi
"August 11, 2015 at 08:15PM",Tuesday,Weekday,8am - 4pm,ariadnevieirah,hi
"August 11, 2015 at 08:18PM",Tuesday,Weekday,8am - 4pm,mizukii32,hi
"August 11, 2015 at 08:21PM",Tuesday,Weekday,8am - 4pm,linetteee,hi
"August 11, 2015 at 08:23PM",Tuesday,Weekday,8am - 4pm,jenya_miau,hi
"August 11, 2015 at 08:23PM",Tuesday,Weekday,8am - 4pm,margauxrosa,hi
"August 11, 2015 at 08:27PM",Tuesday,Weekday,8am - 4pm,jackwaoliver,hi
"August 11, 2015 at 08:28PM",Tuesday,Weekday,8am - 4pm,kandorians35,hi
"August 11, 2015 at 09:20PM",Tuesday,Weekday,8am - 4pm,kiabriga14,hi
"August 11, 2015 at 09:22PM",Tuesday,Weekday,8am - 4pm,zouloubamba,hi
"August 11, 2015 at 09:23PM",Tuesday,Weekday,8am - 4pm,davidpower_,hi
"August 11, 2015 at 09:23PM",Tuesday,Weekday,8am - 4pm,paulotky_,hi
"August 11, 2015 at 09:24PM",Tuesday,Weekday,8am - 4pm,pastalfredo,hi
"August 11, 2015 at 09:25PM",Tuesday,Weekday,8am - 4pm,hokryann,hi
"August 11, 2015 at 09:25PM",Tuesday,Weekday,8am - 4pm,davi_2,hi
"August 11, 2015 at 09:27PM",Tuesday,Weekday,8am - 4pm,quint.en,hi
"August 11, 2015 at 09:27PM",Tuesday,Weekday,8am - 4pm,bessonanas,hi
"August 11, 2015 at 09:29PM",Tuesday,Weekday,8am - 4pm,tarekabokaram,hi
"August 11, 2015 at 10:21PM",Tuesday,Weekday,8am - 4pm,pradhansakar,hi
"August 11, 2015 at 10:21PM",Tuesday,Weekday,8am - 4pm,leahjgrons,hi
"August 11, 2015 at 10:23PM",Tuesday,Weekday,8am - 4pm,sshowaiter,hi
"August 11, 2015 at 10:23PM",Tuesday,Weekday,8am - 4pm,sshowaiter,hi
"August 11, 2015 at 10:23PM",Tuesday,Weekday,8am - 4pm,sshowaiter,hi
"August 11, 2015 at 10:24PM",Tuesday,Weekday,8am - 4pm,brittautas,hi
"August 11, 2015 at 10:24PM",Tuesday,Weekday,8am - 4pm,sshowaiter,hi
"August 11, 2015 at 10:24PM",Tuesday,Weekday,8am - 4pm,kierenm,hi
"August 11, 2015 at 10:26PM",Tuesday,Weekday,8am - 4pm,sshowaiter,hi
"August 11, 2015 at 10:28PM",Tuesday,Weekday,8am - 4pm,mirwul,hi
"August 11, 2015 at 11:13PM",Tuesday,Weekday,8am - 4pm,quentin_le_pingouin,hi
"August 11, 2015 at 11:22PM",Tuesday,Weekday,8am - 4pm,huseyinerkol,hi
"August 11, 2015 at 11:23PM",Tuesday,Weekday,8am - 4pm,lisaly08,hi
"August 11, 2015 at 11:28PM",Tuesday,Weekday,8am - 4pm,ioankaaa,hi
"August 11, 2015 at 11:28PM",Tuesday,Weekday,8am - 4pm,elena.saenz,hi
"August 11, 2015 at 11:28PM",Tuesday,Weekday,8am - 4pm,sirag_ssv,hi
"August 11, 2015 at 11:30PM",Tuesday,Weekday,8am - 4pm,anomis91,hi
"August 11, 2015 at 11:31PM",Tuesday,Weekday,8am - 4pm,marianka00,hi
"August 12, 2015 at 12:14AM",Tuesday,Weekday,8am - 4pm,joanneegoh,hi
"August 12, 2015 at 12:17AM",Tuesday,Weekday,8am - 4pm,mina_1809,hi
"August 12, 2015 at 12:24AM",Tuesday,Weekday,8am - 4pm,michelamusetti,hi
"August 12, 2015 at 12:24AM",Tuesday,Weekday,8am - 4pm,burakgun,hi
"August 12, 2015 at 12:24AM",Tuesday,Weekday,8am - 4pm,elessions,hi
"August 12, 2015 at 12:26AM",Tuesday,Weekday,8am - 4pm,_lessio,hi
"August 12, 2015 at 12:27AM",Tuesday,Weekday,8am - 4pm,frankzhou_,hi
"August 12, 2015 at 12:27AM",Tuesday,Weekday,8am - 4pm,slldecker,hi
"August 12, 2015 at 12:28AM",Tuesday,Weekday,8am - 4pm,mmq1986,hi
"August 12, 2015 at 01:27AM",Tuesday,Weekday,8am - 4pm,amrosh93,hi
"August 12, 2015 at 01:27AM",Tuesday,Weekday,8am - 4pm,kristaloconnell,hi
"August 12, 2015 at 01:28AM",Tuesday,Weekday,8am - 4pm,moddeh,hi
"August 12, 2015 at 01:28AM",Tuesday,Weekday,8am - 4pm,jennding_,hi
"August 12, 2015 at 01:29AM",Tuesday,Weekday,8am - 4pm,ameliaforan,hi
"August 12, 2015 at 01:29AM",Tuesday,Weekday,8am - 4pm,alinaguziy,hi
"August 12, 2015 at 01:32AM",Tuesday,Weekday,8am - 4pm,_lessio,hi
"August 12, 2015 at 03:27AM",Tuesday,Weekday,4pm - 12am,gramsofheresandtheres,hi
"August 12, 2015 at 03:27AM",Tuesday,Weekday,4pm - 12am,timtiw,hi
"August 12, 2015 at 03:28AM",Tuesday,Weekday,4pm - 12am,dayana_dayrell,hi
"August 12, 2015 at 03:29AM",Tuesday,Weekday,4pm - 12am,alan0305,hi
"August 12, 2015 at 03:30AM",Tuesday,Weekday,4pm - 12am,sallyymarshall,hi
"August 12, 2015 at 03:31AM",Tuesday,Weekday,4pm - 12am,beeeetsss,hi
"August 12, 2015 at 03:31AM",Tuesday,Weekday,4pm - 12am,mathildemsloth,hi
"August 12, 2015 at 03:31AM",Tuesday,Weekday,4pm - 12am,giovann12,hi
"August 12, 2015 at 03:32AM",Tuesday,Weekday,4pm - 12am,joellindbergg,hi
"August 12, 2015 at 03:32AM",Tuesday,Weekday,4pm - 12am,aliceeyip,hi
"August 12, 2015 at 03:33AM",Tuesday,Weekday,4pm - 12am,elsa_anna,hi
"August 12, 2015 at 03:33AM",Tuesday,Weekday,4pm - 12am,daria_vodchits,hi
"August 12, 2015 at 03:34AM",Tuesday,Weekday,4pm - 12am,cristianobaio,hi
"August 12, 2015 at 04:29AM",Tuesday,Weekday,4pm - 12am,lenaprokofyeva,hi
"August 12, 2015 at 04:30AM",Tuesday,Weekday,4pm - 12am,sebaker88,hi
"August 12, 2015 at 04:31AM",Tuesday,Weekday,4pm - 12am,coco_chiara,hi
"August 12, 2015 at 04:32AM",Tuesday,Weekday,4pm - 12am,gislainebueno,hi
"August 12, 2015 at 04:32AM",Tuesday,Weekday,4pm - 12am,ygtkayrak,hi
"August 12, 2015 at 04:33AM",Tuesday,Weekday,4pm - 12am,saqr_h_alqassimi,hi
"August 12, 2015 at 04:33AM",Tuesday,Weekday,4pm - 12am,idansidi,hi
"August 12, 2015 at 04:33AM",Tuesday,Weekday,4pm - 12am,paulapebbles,hi
"August 12, 2015 at 04:33AM",Tuesday,Weekday,4pm - 12am,dreamofmari,hi
"August 12, 2015 at 04:34AM",Tuesday,Weekday,4pm - 12am,idansidi,hi
"August 12, 2015 at 04:34AM",Tuesday,Weekday,4pm - 12am,aleks_hom,hi
"August 12, 2015 at 05:32AM",Tuesday,Weekday,4pm - 12am,coccinella1976,hi
"August 12, 2015 at 05:32AM",Tuesday,Weekday,4pm - 12am,marten.ksk,hi
"August 12, 2015 at 05:32AM",Tuesday,Weekday,4pm - 12am,ncrbz,hi
"August 12, 2015 at 05:33AM",Tuesday,Weekday,4pm - 12am,jgreg91,hi
"August 12, 2015 at 05:33AM",Tuesday,Weekday,4pm - 12am,paul_sapronov,hi
"August 12, 2015 at 05:34AM",Tuesday,Weekday,4pm - 12am,anja_nygaard,hi
"August 12, 2015 at 05:34AM",Tuesday,Weekday,4pm - 12am,coccinella1976,hi
"August 12, 2015 at 06:28AM",Tuesday,Weekday,4pm - 12am,cappy628,hi
"August 12, 2015 at 06:28AM",Tuesday,Weekday,4pm - 12am,teathos,hi
"August 12, 2015 at 06:29AM",Tuesday,Weekday,4pm - 12am,anastasia_94,hi
"August 12, 2015 at 06:29AM",Tuesday,Weekday,4pm - 12am,a.oifeking,hi
"August 12, 2015 at 06:29AM",Tuesday,Weekday,4pm - 12am,louisenasyrova,hi
"August 12, 2015 at 06:31AM",Tuesday,Weekday,4pm - 12am,wildwenty,hi
